Unnamed: 0,FileName,Year,Date,SectionID,text,fallacy,begin,end,xmiID,subcategory,CompID,SpeechID,CompLabel,CompText,Start,End,SentenceID_begin,SentenceID_end,Current_Sentence,Previous_Sentence,Next_Sentence,Speaker,RelID,RelLAbel
108,1980_28Oct_1,1980,28Oct,1,"Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government. spending",AppealtoAuthority,4835,5279,31455,Without Evidence,T52,6,Premise,"I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it",4846,4986,0,0,"REAGAN: Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government.","REAGAN: Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government.","spending - we can afford the tax cuts I have proposed and probably mainly because Mr. Carter's economic policy has built into the next five years, and on beyond that, a tax increase that will be taking $86 billion more out of the people's pockets than was taken this year.",REAGAN,R12,Support
108,1980_28Oct_1,1980,28Oct,1,"Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government. spending",AppealtoAuthority,4835,5279,31455,Without Evidence,T53,6,Claim,"believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture",4992,5122,0,0,"REAGAN: Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government.","REAGAN: Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government.","spending - we can afford the tax cuts I have proposed and probably mainly because Mr. Carter's economic policy has built into the next five years, and on beyond that, a tax increase that will be taking $86 billion more out of the people's pockets than was taken this year.",REAGAN,,
108,1980_28Oct_1,1980,28Oct,1,"Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government. spending",AppealtoAuthority,4835,5279,31455,Without Evidence,T54,6,Claim,it can provide for a balanced budget by 1983 if not earlier,5129,5188,0,0,"REAGAN: Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government.","REAGAN: Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government.","spending - we can afford the tax cuts I have proposed and probably mainly because Mr. Carter's economic policy has built into the next five years, and on beyond that, a tax increase that will be taking $86 billion more out of the people's pockets than was taken this year.",REAGAN,,
109,2004_05Oct_5,2004,05Oct,5,marriage penalty,AppealtoEmotion,4855,4871,13509,Loaded Language,T2,7,Premise,"Yesterday, the president signed an extension of middle- class tax cuts, the 10 percent bracket, the marriage penalty relief and the increase in the child tax credit",4755,4919,0,0,"CHENEY: Yesterday, the president signed an extension of middle- class tax cuts, the 10 percent bracket, the marriage penalty relief and the increase in the child tax credit.","CHENEY: Yesterday, the president signed an extension of middle- class tax cuts, the 10 percent bracket, the marriage penalty relief and the increase in the child tax credit.",Senators Kerry and Edwards weren't even there to vote for it when it came to final passage.,CHENEY,R29,Attack
110,2004_05Oct_5,2004,05Oct,5,we have gone from a $5 trillion projected surplus when George Bush took office to a $3 trillion projected deficit.,FalseCause,387,501,13504,False cause,T462,1,Claim,"last four years, we have gone from a $5 trillion projected surplus when George Bush took office to a $3 trillion projected deficit",370,500,1,1,"You know, if you look at what's happened over the last four years, we have gone from a $5 trillion projected surplus when George Bush took office to a $3 trillion projected deficit.",EDWARDS: Because we will do what they've not done.,They promised they were going to put $2 trillion of the surplus aside from Social Security.,EDWARDS,R3,Support
111,1984_07Oct_4,1984,07Oct,4,they know that people's lives and health are being risked,AppealtoEmotion,1958,2015,27571,Appeal to fear,T299,2,Claim,they know that people's lives and health are being risked,1958,2015,11,11,"They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people's lives and health are being risked, because we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment.",The American people want this environment protected.,The American people want their children educated.,MONDALE,R11,Support
112,1984_07Oct_4,1984,07Oct,4,insensitive,AppealtoEmotion,2075,2086,27576,Loaded Language,T300,2,Premise,we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment,2025,2150,11,11,"They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people's lives and health are being risked, because we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment.",The American people want this environment protected.,The American people want their children educated.,MONDALE,R12,Support
113,1984_07Oct_4,1984,07Oct,4,"And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about.",AppealtoAuthority,1028,1175,27556,Appeal to popular opinion,T87,2,Claim,I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about,1050,1174,1,1,"And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about.",MONDALE: My answer is that this campaign isn't over yet.,The American people want arms control.,MONDALE,,
113,1984_07Oct_4,1984,07Oct,4,"And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about.",AppealtoAuthority,1028,1175,27556,Appeal to popular opinion,T88,2,Premise,when people vote,1032,1048,1,1,"And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about.",MONDALE: My answer is that this campaign isn't over yet.,The American people want arms control.,MONDALE,R1,Support
114,1984_07Oct_4,1984,07Oct,4,The American people want arms control.,AppealtoAuthority,1176,1214,27561,Appeal to popular opinion,T287,2,Claim,The American people want arms control.,1176,1214,2,2,The American people want arms control.,"And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about.",They don't want this arms race.,MONDALE,,
115,1984_07Oct_4,1984,07Oct,4,"The American people see this debt, and they know it's got to come down.",AppealtoAuthority,1400,1471,27566,Appeal to popular opinion,T286,2,Claim,they know it's got to come down,1439,1470,6,6,"The American people see this debt, and they know it's got to come down.",And they want an American foreign policy that leads toward a safer world.,"And if it won't come down, the economy's going to slow down, maybe go into a recession.",MONDALE,,
115,1984_07Oct_4,1984,07Oct,4,"The American people see this debt, and they know it's got to come down.",AppealtoAuthority,1400,1471,27566,Appeal to popular opinion,T291,2,Premise,American people see this debt,1404,1433,6,6,"The American people see this debt, and they know it's got to come down.",And they want an American foreign policy that leads toward a safer world.,"And if it won't come down, the economy's going to slow down, maybe go into a recession.",MONDALE,R5,Support
116,1984_07Oct_4,1984,07Oct,4,"Crime has come down the last 2 years, for the first time in many, many decades that it has come down -- or since we've kept records -- 2 consecutive years, and last year it came down the biggest drop in crime that we've had. I think that we've had something to do with that, just as we have with the drug problem nationwide.",FalseCause,7179,7503,27551,False cause,T107,8,Premise,"Crime has come down the last 2 years, for the first time in many, many decades that it has come down -- or since we've kept records -- 2 consecutive years, and last year it came down the biggest drop in crime that we've had.",7179,7403,1,1,"Crime has come down the last 2 years, for the first time in many, many decades that it has come down -- or since we've kept records -- 2 consecutive years, and last year it came down the biggest drop in crime that we've had.","REAGAN: There are tasks that government legitimately should enforce and tasks that government performs well, and you've named some of them.","I think that we've had something to do with that, just as we have with the drug problem nationwide.",REAGAN,R38,Support
116,1984_07Oct_4,1984,07Oct,4,"Crime has come down the last 2 years, for the first time in many, many decades that it has come down -- or since we've kept records -- 2 consecutive years, and last year it came down the biggest drop in crime that we've had. I think that we've had something to do with that, just as we have with the drug problem nationwide.",FalseCause,7179,7503,27551,False cause,T106,8,Claim,I think that we've had something to do with that,7404,7452,2,2,"I think that we've had something to do with that, just as we have with the drug problem nationwide.","Crime has come down the last 2 years, for the first time in many, many decades that it has come down -- or since we've kept records -- 2 consecutive years, and last year it came down the biggest drop in crime that we've had.",The environment?,REAGAN,,
116,1984_07Oct_4,1984,07Oct,4,"Crime has come down the last 2 years, for the first time in many, many decades that it has come down -- or since we've kept records -- 2 consecutive years, and last year it came down the biggest drop in crime that we've had. I think that we've had something to do with that, just as we have with the drug problem nationwide.",FalseCause,7179,7503,27551,False cause,T550,8,Premise,just as we have with the drug problem nationwide,7454,7502,2,2,"I think that we've had something to do with that, just as we have with the drug problem nationwide.","Crime has come down the last 2 years, for the first time in many, many decades that it has come down -- or since we've kept records -- 2 consecutive years, and last year it came down the biggest drop in crime that we've had.",The environment?,REAGAN,R39,Support
117,1984_07Oct_4,1984,07Oct,4,"And if it won't come down, the economy's going to slow down, maybe go into a recession.",Slipperyslope,1472,1559,27546,Slippery slope,T292,2,Claim,"if it won't come down, the economy's going to slow down",1476,1531,7,7,"And if it won't come down, the economy's going to slow down, maybe go into a recession.","The American people see this debt, and they know it's got to come down.","They see this tremendous influx and swamping of cheap foreign imports in this country that has cost over 3 million jobs, given farmers the worst year in American history.",MONDALE,R6,Support
117,1984_07Oct_4,1984,07Oct,4,"And if it won't come down, the economy's going to slow down, maybe go into a recession.",Slipperyslope,1472,1559,27546,Slippery slope,T536,2,Claim,maybe go into a recession,1533,1558,7,7,"And if it won't come down, the economy's going to slow down, maybe go into a recession.","The American people see this debt, and they know it's got to come down.","They see this tremendous influx and swamping of cheap foreign imports in this country that has cost over 3 million jobs, given farmers the worst year in American history.",MONDALE,R7,Support
118,1992_15Oct_10,1992,15Oct,10,It is absolutely essential in terms of bringing our banking system and credit system into the new age instead of having it living back in the dark ages. And it's a big fight.,AppealtoEmotion,2338,2512,23745,Loaded Language,T59,3,Claim,It is absolutely essential in terms of bringing our banking system and credit system into the new age instead of having it living back in the dark ages,2338,2489,14,14,It is absolutely essential in terms of bringing our banking system and credit system into the new age instead of having it living back in the dark ages.,"One thing I've called for that has been stymied, and I'll keep on working for it, is a whole financial reform legislation.",And it's a big fight.,BUSH,,
120,1992_15Oct_10,1992,15Oct,10,The reason Medicare and Medicaid are a mess is we froze them.,FalseCause,3639,3700,23740,False cause,T64,5,Claim,The reason Medicare and Medicaid are a mess is we froze them,3639,3699,8,8,The reason Medicare and Medicaid are a mess is we froze them.,"Anybody that's ever built a successful business will tell you you optimize, optimize, optimize after you've put something into effect.",Everybody knows how to fix them.,PEROT,,
122,1992_13Oct_8,1992,13Oct,8,the little stinky numbers,AppealtoEmotion,1614,1639,26151,Loaded Language,T581,3,Premise,He knows all of the little stinky numbers these guys do,1598,1653,8,8,He knows all of the little stinky numbers these guys do.,Douglas is all character.,Abraham Lincoln had character.,STOCKDALE,R7,Support
123,1992_13Oct_8,1992,13Oct,8,"This election is about the future of our country, not about personal attacks against one candidate or another.",AppealtoEmotion,1889,1999,26156,Flag waving,T584,5,Claim,This election is about the future of our country,1889,1937,0,0,"GORE: This election is about the future of our country, not about personal attacks against one candidate or another.","GORE: This election is about the future of our country, not about personal attacks against one candidate or another.","Our nation is in trouble and it is appalling to me that with 10 million Americans out work, with the rest working harder for less money than they did 4 years ago, with the loss of 1.4 million manufacturing jobs in our nation, with the health care crisis, a crisis of crime and drugs and AIDS, substandard education, that George Bush would constantly try to level personal attacks at his opponent.",GORE,R10,Attack
123,1992_13Oct_8,1992,13Oct,8,"This election is about the future of our country, not about personal attacks against one candidate or another.",AppealtoEmotion,1889,1999,26156,Flag waving,T584,5,Claim,This election is about the future of our country,1889,1937,0,0,"GORE: This election is about the future of our country, not about personal attacks against one candidate or another.","GORE: This election is about the future of our country, not about personal attacks against one candidate or another.","Our nation is in trouble and it is appalling to me that with 10 million Americans out work, with the rest working harder for less money than they did 4 years ago, with the loss of 1.4 million manufacturing jobs in our nation, with the health care crisis, a crisis of crime and drugs and AIDS, substandard education, that George Bush would constantly try to level personal attacks at his opponent.",GORE,R11,Attack
123,1992_13Oct_8,1992,13Oct,8,"This election is about the future of our country, not about personal attacks against one candidate or another.",AppealtoEmotion,1889,1999,26156,Flag waving,T584,5,Claim,This election is about the future of our country,1889,1937,0,0,"GORE: This election is about the future of our country, not about personal attacks against one candidate or another.","GORE: This election is about the future of our country, not about personal attacks against one candidate or another.","Our nation is in trouble and it is appalling to me that with 10 million Americans out work, with the rest working harder for less money than they did 4 years ago, with the loss of 1.4 million manufacturing jobs in our nation, with the health care crisis, a crisis of crime and drugs and AIDS, substandard education, that George Bush would constantly try to level personal attacks at his opponent.",GORE,R12,Attack
123,1992_13Oct_8,1992,13Oct,8,"This election is about the future of our country, not about personal attacks against one candidate or another.",AppealtoEmotion,1889,1999,26156,Flag waving,T714,5,Claim,not about personal attacks against one candidate or another,1939,1998,0,0,"GORE: This election is about the future of our country, not about personal attacks against one candidate or another.","GORE: This election is about the future of our country, not about personal attacks against one candidate or another.","Our nation is in trouble and it is appalling to me that with 10 million Americans out work, with the rest working harder for less money than they did 4 years ago, with the loss of 1.4 million manufacturing jobs in our nation, with the health care crisis, a crisis of crime and drugs and AIDS, substandard education, that George Bush would constantly try to level personal attacks at his opponent.",GORE,,
124,1992_13Oct_8,1992,13Oct,8,I'm awful proud that the American people rejected that tactic so overwhelmingly,AppealtoEmotion,2814,2893,26161,Loaded Language,T715,5,Premise,I'm awful proud that the American people rejected that tactic so overwhelmingly that he decided he had made a mistake,2814,2931,5,5,I think that he insulted the intelligence of the American people and I'm awful proud that the American people rejected that tactic so overwhelmingly that he decided he had made a mistake.,I think the president of the US ought to apologize.,"Do you think it was a mistake, too, Dan?",GORE,R18,Support
125,1992_13Oct_8,1992,13Oct,8,The US is in deep trouble.,AppealtoEmotion,5601,5627,26166,Flag waving,T610,11,Premise,The US is in deep trouble,5601,5626,6,6,The US is in deep trouble.,And so I think that my closing statement is that I think I'm in a room with people that aren't the life of reality.,"We've got to have somebody that can get up there and bring out the firehoses and get it stopped, and that's what we're about in the Perot campaign.",STOCKDALE,R39,Support
126,1992_13Oct_8,1992,13Oct,8,a fateful decision,AppealtoEmotion,5905,5923,26171,Loaded Language,T617,13,Premise,"Three weeks from today, our nation will make a fateful decision",5860,5923,0,0,"GORE: Three weeks from today, our nation will make a fateful decision.","GORE: Three weeks from today, our nation will make a fateful decision.","We can continue traveling the road we have been on, which has led to higher unemployment and worse economic times, or we can reach out for change.",GORE,R43,Support
127,1992_13Oct_8,1992,13Oct,8,"Give us a chance. With your help, we'll change this country and we can't wait to get started.",AppealtoEmotion,7405,7498,26176,Flag waving,T631,13,Claim,"With your help, we'll change this country and we can't wait to get started",7423,7497,18,18,"With your help, we'll change this country and we can't wait to get started.",Give us a chance.,(APPLAUSE.),GORE,R62,Support
128,1992_13Oct_8,1992,13Oct,8,I think of a woman in Chicago when I was talking to parents about education where she stood up and said I'm sick and tired of these schools in this city being nothing but a factory for failure.,AppealtoEmotion,7681,7874,26181,Appeal to pity,T637,15,Premise,I think of a woman in Chicago when I was talking to parents about education where she stood up and said I'm sick and tired of these schools in this city being nothing but a factory for failure,7681,7873,2,2,I think of a woman in Chicago when I was talking to parents about education where she stood up and said I'm sick and tired of these schools in this city being nothing but a factory for failure.,I'd like to use this closing statement to talk to you about a few people that I have met in these last 4 years.,And that's why we support choice in education.,QUAYLE,,
129,1992_13Oct_8,1992,13Oct,8,Bill Clinton simply has trouble telling the truth?,AdHominem,3487,3537,26141,Ad hominem,T591,9,Claim,Bill Clinton simply has trouble telling the truth,3487,3536,3,3,And is it a negative attack and a personal attack to point out that Bill Clinton simply has trouble telling the truth?,"(APPLAUSE)  But I happen to -- I agree with one thing on -- with Senator Gore, and that is that we ought to look to the future, and the future is, who's going to be the next president of the US.",He said that he didn't even demonstrate -- he told the people in Arkansas in 1978.,QUAYLE,R21,Attack
129,1992_13Oct_8,1992,13Oct,8,Bill Clinton simply has trouble telling the truth?,AdHominem,3487,3537,26141,Ad hominem,T591,9,Claim,Bill Clinton simply has trouble telling the truth,3487,3536,3,3,And is it a negative attack and a personal attack to point out that Bill Clinton simply has trouble telling the truth?,"(APPLAUSE)  But I happen to -- I agree with one thing on -- with Senator Gore, and that is that we ought to look to the future, and the future is, who's going to be the next president of the US.",He said that he didn't even demonstrate -- he told the people in Arkansas in 1978.,QUAYLE,R22,Attack
132,2000_05Oct_6,2000,05Oct,6,to fish in troubled waters,AppealtoEmotion,2551,2577,10554,Loaded Language,T312,2,Premise,They used to fish in troubled waters whenever they had the opportunity in the Middle East,2541,2630,6,6,They used to fish in troubled waters whenever they had the opportunity in the Middle East.,"By virtue of the end of the Cold War, the Soviets were no longer a factor.","With the end of the Soviet Union, the implosion of the empire, that created a vacuum if you will, and made it easier for us to operate there.",CHENEY,R14,Support
133,2000_05Oct_6,2000,05Oct,6,Numerous administrations going back certainly to World War II have had to wrestle with the problem of what should happen to the Middle East.,Slipperyslope,2067,2207,10534,Slippery slope,T304,2,Premise,Numerous administrations going back certainly to World War II have had to wrestle with the problem of what should happen to the Middle East,2067,2206,1,1,Numerous administrations going back certainly to World War II have had to wrestle with the problem of what should happen to the Middle East.,"CHENEY: Bernie, it has been a very, very difficult area to work in for a long time.","We made significant breakthroughs, I think, at the end of the Bush administration because of the Gulf War.",CHENEY,R10,Support
134,2008_26Sep_6,2008,26Sep,6,"I think it -- that we have a safer nation, but we are a long way from safe.",AppealtoEmotion,317,392,29773,Appeal to fear,T833,1,Claim,we have a safer nation,336,358,1,1,"I think it -- that we have a safer nation, but we are a long way from safe.",MCCAIN: I think it's much less than it was the day after 9/11.,"And I want to tell you that one of the things I'm most proud of, among others, because I have worked across the aisle.",MCCAIN,R1,Support
134,2008_26Sep_6,2008,26Sep,6,"I think it -- that we have a safer nation, but we are a long way from safe.",AppealtoEmotion,317,392,29773,Appeal to fear,T834,1,Claim,we are a long way from safe,364,391,1,1,"I think it -- that we have a safer nation, but we are a long way from safe.",MCCAIN: I think it's much less than it was the day after 9/11.,"And I want to tell you that one of the things I'm most proud of, among others, because I have worked across the aisle.",MCCAIN,,
135,2008_26Sep_6,2008,26Sep,6,We are less respected now than we were eight years ago or even four years ago.,AppealtoEmotion,3923,4001,29778,Appeal to pity,T882,3,Premise,We are less respected now than we were eight years ago or even four years ago,3923,4000,20,20,We are less respected now than we were eight years ago or even four years ago.,And one of the things that I intend to do as president is to restore America's standing in the world.,We are less respected now than we were eight years ago or even four years ago.,OBAMA,R39,Support
136,2008_26Sep_6,2008,26Sep,6,"In the meantime, bin Laden is still out there. He is not captured. He is not killed.",AppealtoEmotion,6072,6156,29783,Appeal to fear,T910,8,Claim,bin Laden is still out there,6089,6117,4,4,"In the meantime, bin Laden is still out there.",That has been where all our resources have gone.,He is not captured.,OBAMA,R60,Attack
136,2008_26Sep_6,2008,26Sep,6,"In the meantime, bin Laden is still out there. He is not captured. He is not killed.",AppealtoEmotion,6072,6156,29783,Appeal to fear,T917,8,Premise,He is not killed,6139,6155,6,6,He is not killed.,He is not captured.,Al Qaida is resurgent.,OBAMA,R61,Support
136,2008_26Sep_6,2008,26Sep,6,"In the meantime, bin Laden is still out there. He is not captured. He is not killed.",AppealtoEmotion,6072,6156,29783,Appeal to fear,T918,8,Premise,He is not captured,6119,6137,5,5,He is not captured.,"In the meantime, bin Laden is still out there.",He is not killed.,OBAMA,R59,Support
137,2008_26Sep_6,2008,26Sep,6,this stubbornness,AppealtoEmotion,8201,8218,29788,Loaded Language,T930,9,Claim,we've seen this stubbornness before in this administration to cling to a belief that somehow the surge has not succeeded and failing to acknowledge that he was wrong about the surge,8190,8371,2,2,"And I -- and I honestly don't believe that Senator Obama has the knowledge or experience and has made the wrong judgments in a number of areas, including his initial reaction to Russian invasion -- aggression in Georgia, to his -- you know, we've seen this stubbornness before in this administration to cling to a belief that somehow the surge has not succeeded and failing to acknowledge that he was wrong about the surge is -- shows to me that we -- that -- that we need more flexibility in a president of the United States than that.","There are some advantages to experience, and knowledge, and judgment.","As far as our other issues that he brought up are concerned, I know the veterans.",MCCAIN,R78,Support
138,2008_26Sep_6,2008,26Sep,6,"And I -- and I honestly don't believe that Senator Obama has the knowledge or experience and has made the wrong judgments in a number of areas, including his initial reaction to Russian invasion -- aggression in Georgia",AppealtoAuthority,7949,8168,29768,False Authority,T929,9,Claim,I honestly don't believe that Senator Obama has the knowledge or experience and has made the wrong judgments in a number of areas,7962,8091,2,2,"And I -- and I honestly don't believe that Senator Obama has the knowledge or experience and has made the wrong judgments in a number of areas, including his initial reaction to Russian invasion -- aggression in Georgia, to his -- you know, we've seen this stubbornness before in this administration to cling to a belief that somehow the surge has not succeeded and failing to acknowledge that he was wrong about the surge is -- shows to me that we -- that -- that we need more flexibility in a president of the United States than that.","There are some advantages to experience, and knowledge, and judgment.","As far as our other issues that he brought up are concerned, I know the veterans.",MCCAIN,,
139,2008_26Sep_6,2008,26Sep,6,this is the greatest country on Earth,Slogans,4015,4052,29763,Slogan,T883,4,Claim,this is the greatest country on Earth,4015,4052,0,0,OBAMA: And this is the greatest country on Earth.,OBAMA: And this is the greatest country on Earth.,"But because of some of the mistakes that have been made -- and I give Senator McCain great credit on the torture issue, for having identified that as something that undermines our long-term security -- because of those things, we, I think, are going to have a lot of work to do in the next administration to restore that sense that America is that shining beacon on a hill.",OBAMA,R44,Support
140,2016_09Oct_8,2016,09Oct,8,a terrible mistake,AppealtoEmotion,1734,1752,14307,Loaded Language,T8,3,Claim,I think that would be a terrible mistake and would take us backwards,1712,1780,8,8,I think that would be a terrible mistake and would take us backwards.I want a Supreme Court that doesn’t always side with corporate interests.,And among the ones that he has suggested are people who would reverse Roe v. Wade and reverse marriage equality.,I want a Supreme Court that understands because you’re wealthy and you can give more money to something doesn’t mean you have any more rights or should have any more rights than anybody else.So I have very clear views about what I want to see to kind of change the balance on the Supreme Court.,CLINTON,R5,Attack
141,2016_09Oct_8,2016,09Oct,8,"so.I ask Hillary, why doesn’t—she made $250 million by being in office. She used the power of her office to make a lot of money. Why isn’t she funding, not for $100 million, but why don’t you put $10 million or $20 million or $25 million or $30 million into your own campaign?",AppealtoAuthority,3888,4164,14302,Without Evidence,T20,5,Premise,".I ask Hillary, why doesn’t—she made $250 million by being in office. She used the power of her office to make a lot of money",3890,4015,11,12,"We’re raising money for the Republican Party, and we’re doing tremendously on the small donations, $61 average or so.I ask Hillary, why doesn’t—she made $250 million by being in office. . She used the power of her office to make a lot of money.",Pretty much self-funding mine.,"Why isn’t she funding, not for $100 million, but why don’t you put $10 million or $20 million or $25 million or $30 million into your own campaign?It’s $30 million less for special interests that will tell you exactly what to do and it would really, I think, be a nice sign to the American public.",TRUMP,R17,Support
141,2016_09Oct_8,2016,09Oct,8,"so.I ask Hillary, why doesn’t—she made $250 million by being in office. She used the power of her office to make a lot of money. Why isn’t she funding, not for $100 million, but why don’t you put $10 million or $20 million or $25 million or $30 million into your own campaign?",AppealtoAuthority,3888,4164,14302,Without Evidence,T21,5,Premise,"Why isn’t she funding, not for $100 million, but why don’t you put $10 million or $20 million or $25 million or $30 million into your own campaign?It’s $30 million less for special interests that will tell you exactly what to do and it would really, I think, be a nice sign to the American public.",4017,4314,13,13,"Why isn’t she funding, not for $100 million, but why don’t you put $10 million or $20 million or $25 million or $30 million into your own campaign?It’s $30 million less for special interests that will tell you exactly what to do and it would really, I think, be a nice sign to the American public.",She used the power of her office to make a lot of money.,Why aren’t you putting some money in?,TRUMP,,
142,2000_11Oct_4,2000,11Oct,4,"But it's very important that we not overstep our bounds and I think most people -- most police officers are good, dedicated, honorable citizens who are doing their job, putting their lives at risk who aren't bigoted or aren't prejudiced.",AppealtoEmotion,2043,2280,27009,Loaded Language,T424,2,Claim,it's very important that we not overstep our bounds,2047,2098,6,6,"But it's very important that we not overstep our bounds and I think most people -- most police officers are good, dedicated, honorable citizens who are doing their job, putting their lives at risk who aren't bigoted or aren't prejudiced.","I believe in local control of governments, and obviously if they don't there needs to be a consequence at the federal level.",I don't think they ought to be held guilty.,BUSH,R25,Support
142,2000_11Oct_4,2000,11Oct,4,"But it's very important that we not overstep our bounds and I think most people -- most police officers are good, dedicated, honorable citizens who are doing their job, putting their lives at risk who aren't bigoted or aren't prejudiced.",AppealtoEmotion,2043,2280,27009,Loaded Language,T425,2,Premise,"most police officers are good, dedicated, honorable citizens who are doing their job, putting their lives at risk who aren't bigoted or aren't prejudiced",2126,2279,6,6,"But it's very important that we not overstep our bounds and I think most people -- most police officers are good, dedicated, honorable citizens who are doing their job, putting their lives at risk who aren't bigoted or aren't prejudiced.","I believe in local control of governments, and obviously if they don't there needs to be a consequence at the federal level.",I don't think they ought to be held guilty.,BUSH,R23,Support
143,2000_11Oct_4,2000,11Oct,4,"And as for singling people out because of race, you know, James Byrd was singled out because of his race in Texas.",AppealtoEmotion,3089,3203,27014,Appeal to pity,T436,6,Premise,James Byrd was singled out because of his race in Texas,3147,3202,5,5,"And as for singling people out because of race, you know, James Byrd was singled out because of his race in Texas.",And I think that racial profiling is part of a larger issue of how we deal with race in America.,And other Americans have been singled out because of their race or ethnicity.,GORE,R31,Support
144,2000_11Oct_4,2000,11Oct,4,"I believe, though -- I believe, as sure as I'm sitting here, that most Americans really care. They're tolerant people. They're good, tolerant people.",AppealtoEmotion,4551,4700,27019,Flag waving,T459,10,Claim,"I believe, as sure as I'm sitting here, that most Americans really care",4572,4643,16,16,"I believe, though -- I believe, as sure as I'm sitting here, that most Americans really care.","And as we become a diverse society, we're going to have to deal with it more and more.",They're tolerant people.,BUSH,,
144,2000_11Oct_4,2000,11Oct,4,"I believe, though -- I believe, as sure as I'm sitting here, that most Americans really care. They're tolerant people. They're good, tolerant people.",AppealtoEmotion,4551,4700,27019,Flag waving,T460,10,Premise,They're tolerant people,4645,4668,17,17,They're tolerant people.,"I believe, though -- I believe, as sure as I'm sitting here, that most Americans really care.","They're good, tolerant people.",BUSH,R46,Support
144,2000_11Oct_4,2000,11Oct,4,"I believe, though -- I believe, as sure as I'm sitting here, that most Americans really care. They're tolerant people. They're good, tolerant people.",AppealtoEmotion,4551,4700,27019,Flag waving,T461,10,Premise,"They're good, tolerant people",4670,4699,18,18,"They're good, tolerant people.",They're tolerant people.,"It's the very few that create most of the crises, and we just have to find them and deal with them.",BUSH,R47,Support
145,2000_11Oct_4,2000,11Oct,4,"And to make sure our society is as hopeful as it possibly can be, every single child in America must be educated. I mean every child.",AppealtoEmotion,5329,5462,27024,Loaded Language,T469,12,Claim,"to make sure our society is as hopeful as it possibly can be, every single child in America must be educated",5333,5441,6,6,"And to make sure our society is as hopeful as it possibly can be, every single child in America must be educated.",She's right.,I mean every child.,BUSH,R67,Support
145,2000_11Oct_4,2000,11Oct,4,"And to make sure our society is as hopeful as it possibly can be, every single child in America must be educated. I mean every child.",AppealtoEmotion,5329,5462,27024,Loaded Language,T470,12,Claim,I mean every child,5443,5461,7,7,I mean every child.,"And to make sure our society is as hopeful as it possibly can be, every single child in America must be educated.",It starts with making sure every child learns to read.,BUSH,R53,Support
